geneId,label,H100,H080,H050,H030,H020,H010,H007,H005,H003,H000_adapt,H005_adapt,H010_adapt,H020_adapt,H030_adapt,H040_adapt,H050_adapt,H060_adapt,H070_adapt,H080_adapt,H090_adapt,H095_adapt
WBGene00017029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017030,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017031,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017035,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017036,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017038,0,1.0,6.0,8.0,20.5,24.0,45.0,60.5,94.0,111.5,125.5,123.5,116.5,76.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00017040,0,1.0,1.0,1.0,1.0,4.0,9.0,9.0,10.0,14.0,19.0,18.0,14.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00017041,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00017042,0,1.0,1.0,1.0,1.0,1.0,8.0,21.0,34.5,42.0,44.0,43.0,39.0,6.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0
WBGene00017043,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017045,0,1.0,1.0,2.0,3.0,3.0,15.0,15.0,16.0,16.0,17.0,16.0,15.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017046,0,23.0,23.0,41.0,54.0,71.0,83.0,89.0,93.5,117.0,122.5,89.5,47.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00017050,0,2.0,2.0,3.0,23.0,137.0,474.0,505.0,505.0,506.0,1967.0,1941.0,1631.0,302.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017057,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017058,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
WBGene00017060,0,13.0,30.0,198.0,500.0,500.0,500.0,500.0,500.0,500.0,5001.0,4992.0,4958.0,3745.0,376.0,37.0,3.0,3.0,1.0,0.0,0.0,0.0
WBGene00017061,0,53.0,57.0,67.0,94.0,201.0,417.0,490.0,506.0,506.0,706.0,705.0,612.0,118.0,60.0,43.0,15.0,3.0,1.0,1.0,1.0,1.0
WBGene00017064,0,2.0,2.0,2.0,3.0,3.0,6.0,14.0,20.0,29.0,32.0,29.0,16.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00017065,0,4.0,4.0,4.0,4.0,6.0,24.0,31.0,41.0,60.0,47.0,46.0,36.0,10.0,8.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0
WBGene00017066,0,2.0,2.0,2.0,4.0,7.0,8.0,8.0,12.0,40.0,19.0,18.0,8.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0
WBGene00017067,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017068,0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00017069,0,0.0,0.0,0.0,0.0,1.0,17.0,30.0,30.5,32.0,34.5,33.0,32.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017071,0,34.0,46.0,182.0,264.0,339.0,517.0,517.0,518.0,522.0,689.0,672.0,355.0,120.0,25.0,11.0,4.0,3.0,3.0,1.0,1.0,1.0
WBGene00017072,0,0.0,1.0,1.0,1.0,5.0,9.0,12.0,15.0,17.0,20.0,19.0,19.0,19.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017073,0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0
WBGene00017076,0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00017077,0,0.0,1.0,1.0,1.0,3.0,6.0,8.0,13.0,19.0,25.0,24.0,24.0,21.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017078,0,2.0,2.0,2.0,3.0,6.0,21.0,28.0,43.0,62.0,51.0,17.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017082,0,9.0,10.0,21.0,180.0,419.0,500.0,500.0,501.0,501.0,3041.0,3031.0,2930.0,845.0,160.0,10.0,8.0,3.0,1.0,0.0,0.0,0.0
WBGene00017091,0,1.0,2.0,2.0,13.0,53.0,88.0,101.0,110.0,122.0,127.0,126.0,126.0,116.0,78.0,19.0,3.0,2.0,2.0,2.0,1.0,1.0
WBGene00017092,0,14.0,16.0,18.0,22.0,26.0,28.0,33.0,39.0,65.0,86.0,82.0,46.0,28.0,16.0,13.0,8.0,3.0,2.0,1.0,1.0,1.0
WBGene00017094,0,3.0,11.0,16.0,17.0,23.0,32.0,33.0,41.0,53.0,58.0,57.0,36.0,22.0,15.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0
WBGene00017095,0,14.0,16.0,18.0,21.0,27.0,29.0,30.0,36.0,57.0,67.0,66.0,43.0,28.0,17.0,15.0,10.0,2.0,1.0,0.0,0.0,0.0
WBGene00017096,0,1.0,1.0,5.0,12.0,15.0,17.0,18.0,21.0,26.0,31.0,30.0,26.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017099,0,1.0,1.0,1.0,2.0,4.0,8.0,10.0,11.0,14.0,16.0,15.0,15.0,14.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017100,0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,9.0,15.0,12.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017105,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017107,0,9.5,13.5,25.5,48.5,60.0,76.5,85.5,90.0,94.5,92.0,91.0,87.5,65.0,27.5,13.0,7.0,3.5,2.0,1.5,1.0,0.5
WBGene00017108,0,1.0,1.0,9.0,35.0,245.0,500.0,500.0,501.0,501.0,2422.0,2412.0,1462.0,355.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00017109,0,2.0,2.0,4.0,5.0,6.0,14.0,20.0,21.0,28.0,33.0,32.0,31.0,14.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00017110,0,2.0,2.0,4.0,6.0,7.0,9.0,16.0,19.0,24.0,30.0,29.0,27.0,13.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00017111,0,2.0,2.0,4.0,5.0,6.0,11.0,16.0,19.0,29.0,37.0,36.0,33.0,15.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
WBGene00017112,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017114,0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0
WBGene00017115,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017116,0,1.0,1.0,1.0,2.0,3.0,56.0,91.0,163.0,240.0,282.0,281.0,275.0,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017117,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017118,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017120,0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00017122,0,1.0,1.0,1.0,1.0,20.0,34.0,41.0,45.0,46.0,47.0,46.0,46.0,40.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00017123,0,2.0,12.0,47.0,129.0,145.0,150.0,155.0,167.0,246.0,319.0,304.0,290.0,146.0,94.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00017124,0,2.0,2.0,7.0,29.0,40.0,53.0,60.0,67.0,70.0,89.0,83.0,66.0,23.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00017126,0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00017127,0,0.0,1.0,3.0,6.0,6.0,8.0,9.0,10.0,10.0,11.0,10.0,10.0,10.0,8.0,6.0,5.0,3.0,1.0,1.0,1.0,1.0
WBGene00017128,0,0.0,1.0,3.0,6.0,7.0,8.0,9.0,10.0,10.0,13.0,12.0,12.0,12.0,8.0,7.0,5.0,4.0,2.0,1.0,1.0,1.0
WBGene00017129,0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00017130,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017133,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017134,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017135,0,1.0,1.0,10.0,16.0,61.0,79.0,98.0,156.0,395.0,612.0,590.0,340.0,91.0,27.0,12.0,10.0,1.0,1.0,1.0,1.0,1.0
WBGene00017136,0,7.0,8.0,38.0,88.0,157.0,193.0,197.0,201.0,205.0,207.0,206.0,194.0,135.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00017137,0,1.0,1.0,10.0,12.0,12.0,24.0,155.0,500.0,500.0,2876.0,2712.0,426.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017139,0,0.0,0.0,1.0,3.0,3.0,5.0,6.0,6.0,8.0,11.0,10.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017140,0,1.0,1.0,10.0,16.0,61.0,79.0,91.0,148.0,328.0,533.0,518.0,308.0,84.0,25.0,12.0,10.0,1.0,1.0,1.0,1.0,0.0
WBGene00017141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017142,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017147,0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,7.0,8.0,9.0,8.0,8.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00017148,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017150,0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00017151,0,4.0,4.0,4.0,12.0,26.0,32.0,36.0,41.0,48.0,58.0,57.0,57.0,45.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0
WBGene00017156,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017159,0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,9.0,13.0,14.0,13.0,13.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00017161,0,3.0,3.0,5.0,5.0,13.0,16.0,37.0,51.0,72.0,125.0,52.0,18.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017163,0,65.0,124.0,228.0,238.0,275.5,334.0,336.0,336.0,336.0,336.0,335.0,335.0,331.5,209.5,43.5,3.5,2.0,1.0,1.0,0.0,0.0
WBGene00017165,0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00017167,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017168,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00017170,0,0.0,0.0,0.0,4.0,5.0,11.0,14.0,29.0,48.0,55.0,53.0,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017171,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017172,0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017173,0,8.0,9.0,12.0,18.0,21.0,24.0,26.0,26.0,26.0,26.0,25.0,23.0,12.0,8.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0
WBGene00017174,0,167.0,201.0,257.0,319.0,469.0,585.0,591.0,603.0,608.0,1559.0,1535.0,1386.0,340.0,51.0,38.0,19.0,3.0,2.0,1.0,1.0,1.0
WBGene00017175,0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00017177,0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017178,0,2.0,2.0,16.0,29.0,71.0,789.0,1061.0,1221.0,1359.0,2575.0,2382.0,1695.0,638.0,219.0,81.0,21.0,6.0,3.0,0.0,0.0,0.0
WBGene00017179,0,15.0,31.0,246.0,514.0,657.0,708.0,713.0,716.0,722.0,5001.0,5000.0,4766.0,471.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017182,0,0.0,1.0,1.0,1.0,3.0,9.0,13.0,16.0,18.0,24.0,23.0,22.0,13.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017183,0,2.0,10.0,28.0,36.0,43.0,120.0,190.0,249.0,302.0,322.0,320.0,318.0,241.0,43.0,32.0,20.0,3.0,2.0,1.0,1.0,1.0
WBGene00017193,0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017194,0,1.0,2.0,2.0,19.0,22.0,35.0,39.0,41.0,44.0,44.0,43.0,34.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00017195,0,1.0,2.0,2.0,7.0,160.0,839.0,1206.0,1497.0,1754.0,635.0,578.0,477.0,311.0,107.0,32.0,9.0,4.0,1.0,1.0,0.0,0.0
WBGene00017197,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017199,0,1.0,1.0,1.0,1.0,7.0,63.0,81.0,103.0,148.0,178.0,163.0,159.0,35.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017200,0,1.0,2.0,41.0,50.0,51.0,52.0,53.0,54.0,54.0,58.0,57.0,57.0,53.0,50.0,39.0,3.0,2.0,1.0,1.0,1.0,1.0
WBGene00017201,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017203,0,1.0,21.0,45.0,50.0,51.0,53.0,60.0,68.0,82.0,89.0,88.0,79.0,56.0,52.0,43.0,35.0,1.0,1.0,1.0,1.0,1.0
WBGene00017207,0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,55.0,111.0,165.0,164.0,131.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017208,0,1.0,1.0,1.0,7.0,8.0,31.0,74.0,131.0,194.0,240.0,239.0,204.0,143.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017210,0,2.0,2.0,2.0,11.0,20.0,23.0,29.0,46.0,73.0,80.0,77.0,64.0,20.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00017211,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017212,0,0.0,0.0,0.0,0.0,2.0,15.0,17.0,18.0,23.0,28.0,26.0,23.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017213,0,1.0,1.0,3.0,9.0,15.0,17.0,19.0,19.0,25.0,27.0,26.0,23.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017215,0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0
WBGene00017216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017217,0,2.0,13.0,27.0,52.0,97.0,284.0,327.0,380.0,409.0,418.0,280.0,107.0,37.0,28.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00017218,0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00017221,0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017223,0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,11.0,12.0,16.0,15.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017224,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017225,0,0.0,0.0,1.0,6.0,7.0,8.0,15.0,30.0,55.0,77.0,75.0,69.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017226,0,0.0,0.0,3.0,7.0,7.0,13.0,25.0,51.0,80.0,96.0,95.0,89.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017227,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017228,0,7.0,10.0,10.0,23.0,34.0,39.0,40.0,40.0,42.0,43.0,42.0,42.0,37.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00017229,0,1.0,8.0,10.0,18.0,33.0,39.0,40.0,41.0,42.0,43.0,42.0,42.0,37.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00017230,0,4.0,7.0,26.0,31.0,35.0,37.0,39.0,41.0,55.0,59.0,58.0,43.0,33.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00017231,0,4.0,8.0,27.0,31.0,35.0,37.0,38.0,40.0,48.0,56.0,54.0,39.0,33.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00017233,0,5.0,12.0,53.0,127.0,351.0,516.0,557.0,574.0,588.0,653.0,568.0,103.0,28.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00017235,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017236,0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00017239,0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00017243,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,7.0,6.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017244,0,3.0,11.0,19.0,22.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,23.0,17.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00017246,0,1.0,1.0,2.0,2.0,3.0,7.0,9.0,12.0,15.0,10.0,9.0,9.0,7.0,7.0,7.0,5.0,3.0,3.0,1.0,1.0,1.0
WBGene00017248,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,9.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017249,0,1.0,1.0,2.0,3.0,6.0,11.0,27.0,52.0,109.0,147.0,144.0,132.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017250,0,2.0,2.0,2.0,4.0,13.0,23.0,28.0,32.0,35.0,36.0,35.0,34.0,19.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00017251,0,1.0,1.0,2.0,7.0,8.0,38.0,89.0,139.0,197.0,226.0,225.0,220.0,130.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017252,0,2.0,2.0,3.0,5.0,7.0,20.0,39.0,73.0,129.0,167.0,164.0,146.0,97.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00017253,0,2.0,2.0,3.0,5.0,7.0,15.0,44.0,74.0,131.0,183.0,182.0,151.0,95.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00017254,0,1.0,1.0,4.0,5.0,7.0,26.0,68.0,130.0,230.0,282.0,280.0,277.0,157.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017255,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00017257,0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00017259,0,0.0,1.0,2.0,2.0,3.0,58.0,182.0,219.0,265.0,291.0,279.0,140.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00017260,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017262,0,15.0,63.0,82.0,82.0,83.0,123.0,201.0,335.0,500.0,666.0,665.0,652.0,351.0,82.0,40.0,4.0,2.0,2.0,2.0,2.0,1.0
WBGene00017263,0,1.0,1.0,2.0,2.0,2.0,16.0,45.0,92.0,210.0,271.0,270.0,219.0,45.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017264,0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,20.0,29.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017267,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017269,0,1.0,1.0,2.0,3.0,4.0,6.0,10.0,26.0,28.0,30.0,29.0,26.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017270,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017276,0,,,,,,,,,,,,,,,,,,,,,
WBGene00017277,0,6.0,111.0,427.0,500.0,500.0,501.0,501.0,501.0,501.0,5001.0,4999.0,4738.0,1841.0,271.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00017278,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00017281,0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00017283,0,2.0,7.0,72.0,143.0,147.0,345.0,445.0,469.0,498.0,508.0,507.0,507.0,455.0,144.0,16.0,2.0,1.0,1.0,1.0,1.0,0.0
WBGene00017285,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00017286,0,1.0,1.0,27.0,130.0,436.0,500.0,500.0,500.0,500.0,615.0,614.0,614.0,612.0,443.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017289,0,1.0,1.0,1.0,2.0,2.0,5.0,10.0,12.0,12.0,14.0,13.0,12.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00017294,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00017296,0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00017299,0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
WBGene00017303,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017305,0,0.0,0.0,1.0,1.0,7.0,12.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,8.0,6.0,2.0,1.0,0.0
